response_id,customer_id,journey_stage,responded_at,updated_at,event_version,nps_score,csat_score,category,comment
R000234,C001146,onboarding,2025-01-16T01:23:00Z,2025-01-16T04:00:00Z,1,8,5,information,The information could be clearer.
R000235,C002060,service,2025-01-16T02:54:00Z,2025-01-16T05:33:00Z,1,9,5,schedule,The information could be clearer.
R000236,C001913,service,2025-01-16T04:25:00Z,2025-01-16T07:00:00Z,1,5,4,experience,Everything worked as expected.
R000237,C001530,renewal,2025-01-16T05:56:00Z,2025-01-16T08:38:00Z,1,10,5,value,I needed more than one contact.
R000238,C002029,support,2025-01-16T07:27:00Z,2025-01-30T07:29:00Z,2,10,5,resolution,Everything worked as expected.
R000239,C000477,support,2025-01-16T08:58:00Z,2025-01-16T10:50:00Z,1,4,4,communication,I needed more than one contact.
R000240,C000861,support,2025-01-16T10:29:00Z,2025-01-16T11:51:00Z,1,8,2,resolution,The response was quick.
R000241,C000536,onboarding,2025-01-16T12:00:00Z,2025-01-16T13:52:00Z,1,8,4,access,The response was quick.
R000242,C002032,renewal,2025-01-16T13:31:00Z,2025-01-16T16:28:00Z,1,6,3,value,The information could be clearer.
R000243,C001229,service,2025-01-16T15:02:00Z,2025-01-16T16:18:00Z,1,4,4,experience,Everything worked as expected.
R000244,C000525,service,2025-01-16T16:33:00Z,2025-01-16T17:58:00Z,1,7,4,schedule,Everything worked as expected.
R000245,C000484,onboarding,2025-01-16T18:04:00Z,2025-01-16T20:42:00Z,1,8,4,information,The response was quick.
R000246,C000041,support,2025-01-16T19:35:00Z,2025-01-16T21:30:00Z,1,8,4,communication,The response was quick.
R000247,C000964,onboarding,2025-01-16T21:06:00Z,2025-01-17T00:01:00Z,1,10,4,access,The response was quick.
R000248,C002347,onboarding,2025-01-16T22:37:00Z,2025-01-17T00:50:00Z,1,10,4,information,Everything worked as expected.
R000249,C001963,support,2025-01-17T00:08:00Z,2025-01-17T01:44:00Z,1,8,5,resolution,Everything worked as expected.
R000250,C002082,renewal,2025-01-17T01:39:00Z,2025-01-17T03:50:00Z,1,7,5,value,The response was quick.
R000251,C001809,onboarding,2025-01-17T03:10:00Z,2025-01-17T06:05:00Z,1,10,3,access,The waiting time affected the experience.
R000252,C002346,renewal,2025-01-17T04:41:00Z,2025-01-17T06:46:00Z,1,8,3,value,The response was quick.
R000253,C001404,service,2025-01-17T06:12:00Z,2025-01-17T09:12:00Z,1,10,4,experience,The information could be clearer.
R000254,C002058,support,2025-01-17T07:43:00Z,2025-01-17T09:27:00Z,1,7,3,communication,The response was quick.
R000255,C000653,onboarding,2025-01-17T09:14:00Z,2025-01-31T09:33:00Z,2,7,5,information,Everything worked as expected.
R000256,C002052,support,2025-01-17T10:45:00Z,2025-01-17T13:14:00Z,1,7,4,resolution,Everything worked as expected.
R000257,C001534,onboarding,2025-01-17T12:16:00Z,2025-01-17T13:44:00Z,1,6,5,information,The response was quick.
R000258,C002194,service,2025-01-17T13:47:00Z,2025-01-17T16:11:00Z,1,7,3,schedule,The information could be clearer.
R000259,C000410,support,2025-01-17T15:18:00Z,2025-01-17T15:36:00Z,1,4,3,communication,I needed more than one contact.
R000260,C000329,support,2025-01-17T16:49:00Z,2025-01-17T18:41:00Z,1,6,3,communication,I needed more than one contact.
R000261,C000250,support,2025-01-17T18:20:00Z,2025-01-17T20:49:00Z,1,6,5,communication,Everything worked as expected.
R000262,C002042,support,2025-01-17T19:51:00Z,2025-01-17T20:33:00Z,1,6,4,communication,I needed more than one contact.
R000263,C001436,renewal,2025-01-17T21:22:00Z,2025-01-17T22:14:00Z,1,10,5,relationship,The information could be clearer.
R000264,C002277,service,2025-01-17T22:53:00Z,2025-01-17T23:44:00Z,1,8,4,schedule,I needed more than one contact.
R000265,C001594,service,2025-01-18T00:24:00Z,2025-01-18T00:57:00Z,1,10,4,schedule,The response was quick.
R000266,C000005,onboarding,2025-01-18T01:55:00Z,2025-01-18T03:56:00Z,1,10,4,information,I needed more than one contact.
R000267,C002362,service,2025-01-18T03:26:00Z,2025-01-18T03:31:00Z,1,6,2,experience,The waiting time affected the experience.
R000268,C000182,support,2025-01-18T04:57:00Z,2025-01-18T05:26:00Z,1,7,2,communication,The response was quick.
R000269,C002228,onboarding,2025-01-18T06:28:00Z,2025-01-18T07:54:00Z,1,8,5,information,The response was quick.
R000270,C000954,service,2025-01-18T07:59:00Z,2025-01-18T09:35:00Z,1,10,4,experience,The response was quick.
R000271,C002123,onboarding,2025-01-18T09:30:00Z,2025-01-18T11:55:00Z,1,10,5,information,The response was quick.
R000272,C000366,onboarding,2025-01-18T11:01:00Z,2025-02-01T11:37:00Z,2,7,5,access,I needed more than one contact.
R000273,C001390,renewal,2025-01-18T12:32:00Z,2025-01-18T13:13:00Z,1,10,3,value,The response was quick.
R000274,C001082,service,2025-01-18T14:03:00Z,2025-01-18T16:13:00Z,1,7,3,schedule,The information could be clearer.
R000275,C000971,support,2025-01-18T15:34:00Z,2025-01-18T16:49:00Z,1,9,3,resolution,The response was quick.
R000276,C000227,support,2025-01-18T17:05:00Z,2025-01-18T17:35:00Z,1,7,5,resolution,The response was quick.
R000277,C001756,renewal,2025-01-18T18:36:00Z,2025-01-18T18:49:00Z,1,6,4,relationship,The information could be clearer.
R000278,C000081,renewal,2025-01-18T20:07:00Z,2025-01-18T22:52:00Z,1,10,3,value,I needed more than one contact.
R000279,C002108,renewal,2025-01-18T21:38:00Z,2025-01-18T22:45:00Z,1,7,3,value,I needed more than one contact.
R000280,C002266,renewal,2025-01-18T23:09:00Z,2025-01-19T00:58:00Z,1,9,4,value,The information could be clearer.
R000281,C000905,onboarding,2025-01-19T00:40:00Z,2025-01-19T02:47:00Z,1,9,3,information,Everything worked as expected.
R000282,C000905,support,2025-01-19T02:11:00Z,2025-01-19T02:47:00Z,1,7,5,resolution,Everything worked as expected.
R000283,C001839,service,2025-01-19T03:42:00Z,2025-01-19T06:02:00Z,1,7,3,schedule,Everything worked as expected.
R000284,C002204,service,2025-01-19T05:13:00Z,2025-01-19T07:10:00Z,1,10,4,experience,The information could be clearer.
R000285,C001405,service,2025-01-19T06:44:00Z,2025-01-19T09:32:00Z,1,7,3,experience,The information could be clearer.
R000286,C000718,service,2025-01-19T08:15:00Z,2025-01-19T09:22:00Z,1,10,4,experience,I needed more than one contact.
R000287,C000764,renewal,2025-01-19T09:46:00Z,2025-01-19T11:47:00Z,1,6,3,relationship,Everything worked as expected.
R000288,C000105,service,2025-01-19T11:17:00Z,2025-01-19T11:49:00Z,1,7,4,schedule,The information could be clearer.
R000289,C001291,onboarding,2025-01-19T12:48:00Z,2025-02-02T13:41:00Z,2,9,3,access,I needed more than one contact.
R000290,C000641,service,2025-01-19T14:19:00Z,2025-01-19T16:36:00Z,1,7,2,experience,I needed more than one contact.
R000291,C001076,support,2025-01-19T15:50:00Z,2025-01-19T16:26:00Z,1,7,2,communication,I needed more than one contact.
R000292,C000216,support,2025-01-19T17:21:00Z,2025-01-19T19:23:00Z,1,6,3,communication,The information could be clearer.
R000293,C001766,onboarding,2025-01-19T18:52:00Z,2025-01-19T20:51:00Z,1,10,5,access,The information could be clearer.
R000294,C001937,onboarding,2025-01-19T20:23:00Z,2025-01-19T22:48:00Z,1,7,5,access,The information could be clearer.
R000295,C000565,service,2025-01-19T21:54:00Z,2025-01-20T00:11:00Z,1,7,4,schedule,The information could be clearer.
R000296,C001342,support,2025-01-19T23:25:00Z,2025-01-20T00:10:00Z,1,6,2,resolution,Everything worked as expected.
R000297,C001541,onboarding,2025-01-20T00:56:00Z,2025-01-20T03:33:00Z,1,6,5,information,I needed more than one contact.
R000298,C001902,service,2025-01-20T02:27:00Z,2025-01-20T05:06:00Z,1,8,2,experience,The information could be clearer.
R000299,C001241,service,2025-01-20T03:58:00Z,2025-01-20T04:34:00Z,1,8,4,experience,I needed more than one contact.
R000300,C000451,support,2025-01-20T05:29:00Z,2025-01-20T06:02:00Z,1,6,3,resolution,The response was quick.
R000301,C001126,support,2025-01-20T07:00:00Z,2025-01-20T08:19:00Z,1,7,2,resolution,Everything worked as expected.
R000302,C002042,onboarding,2025-01-20T08:31:00Z,2025-01-20T11:02:00Z,1,10,4,access,I needed more than one contact.
R000303,C001324,support,2025-01-20T10:02:00Z,2025-01-20T10:09:00Z,1,6,4,resolution,The information could be clearer.
R000304,C001569,support,2025-01-20T11:33:00Z,2025-01-20T11:47:00Z,1,6,3,resolution,Everything worked as expected.
R000305,C002159,service,2025-01-20T13:04:00Z,2025-01-20T14:12:00Z,1,6,3,schedule,The waiting time affected the experience.
R000306,C001810,renewal,2025-01-20T14:35:00Z,2025-02-03T14:46:00Z,2,10,3,relationship,The waiting time affected the experience.
R000307,C001317,service,2025-01-20T16:06:00Z,2025-01-20T16:56:00Z,1,8,4,schedule,The response was quick.
R000308,C000589,renewal,2025-01-20T17:37:00Z,2025-01-20T20:22:00Z,1,5,5,value,I needed more than one contact.
R000309,C000621,renewal,2025-01-20T19:08:00Z,2025-01-20T21:28:00Z,1,8,5,relationship,The information could be clearer.
R000310,C002119,support,2025-01-20T20:39:00Z,2025-01-20T21:53:00Z,1,8,4,communication,The information could be clearer.
R000311,C000189,service,2025-01-20T22:10:00Z,2025-01-21T00:37:00Z,1,5,4,experience,The waiting time affected the experience.
R000312,C000782,service,2025-01-20T23:41:00Z,2025-01-21T01:20:00Z,1,9,4,schedule,Everything worked as expected.
R000313,C001135,service,2025-01-21T01:12:00Z,2025-01-21T02:37:00Z,1,8,4,experience,The waiting time affected the experience.
R000314,C001529,onboarding,2025-01-21T02:43:00Z,2025-01-21T02:48:00Z,1,9,5,information,The response was quick.
R000315,C001317,service,2025-01-21T04:14:00Z,2025-01-21T07:05:00Z,1,6,5,schedule,The information could be clearer.
R000316,C001135,onboarding,2025-01-21T05:45:00Z,2025-01-21T08:08:00Z,1,9,3,access,I needed more than one contact.
R000317,C001012,support,2025-01-21T07:16:00Z,2025-01-21T07:57:00Z,1,7,4,resolution,Everything worked as expected.
R000318,C002320,support,2025-01-21T08:47:00Z,2025-01-21T09:47:00Z,1,8,4,resolution,Everything worked as expected.
R000319,C000211,support,2025-01-21T10:18:00Z,2025-01-21T13:08:00Z,1,6,5,communication,Everything worked as expected.
R000320,C000075,renewal,2025-01-21T11:49:00Z,2025-01-21T13:10:00Z,1,7,4,relationship,I needed more than one contact.
R000321,C001353,onboarding,2025-01-21T13:20:00Z,2025-01-21T14:59:00Z,1,9,5,information,The response was quick.
R000322,C000963,onboarding,2025-01-21T14:51:00Z,2025-01-21T14:57:00Z,1,8,4,access,The response was quick.
R000323,C001704,support,2025-01-21T16:22:00Z,2025-02-04T16:50:00Z,2,4,5,communication,Everything worked as expected.
R000324,C001645,support,2025-01-21T17:53:00Z,2025-01-21T18:04:00Z,1,7,3,resolution,Everything worked as expected.
R000325,C001949,service,2025-01-21T19:24:00Z,2025-01-21T21:29:00Z,1,10,4,schedule,Everything worked as expected.
R000326,C002111,service,2025-01-21T20:55:00Z,2025-01-21T21:52:00Z,1,10,4,schedule,The information could be clearer.
R000327,C002107,service,2025-01-21T22:26:00Z,2025-01-22T01:02:00Z,1,8,4,experience,The waiting time affected the experience.
R000328,C000404,support,2025-01-21T23:57:00Z,2025-01-22T02:20:00Z,1,6,4,resolution,The response was quick.
R000329,C002014,service,2025-01-22T01:28:00Z,2025-01-22T01:35:00Z,1,9,5,schedule,I needed more than one contact.
R000330,C001740,support,2025-01-22T02:59:00Z,2025-01-22T04:27:00Z,1,8,3,resolution,The waiting time affected the experience.
R000331,C000753,service,2025-01-22T04:30:00Z,2025-01-22T06:02:00Z,1,8,3,schedule,The information could be clearer.
R000332,C001643,service,2025-01-22T06:01:00Z,2025-01-22T08:47:00Z,1,5,5,schedule,The waiting time affected the experience.
R000333,C002289,support,2025-01-22T07:32:00Z,2025-01-22T08:05:00Z,1,5,4,resolution,Everything worked as expected.
R000334,C001193,service,2025-01-22T09:03:00Z,2025-01-22T11:55:00Z,1,7,4,schedule,Everything worked as expected.
R000335,C001406,service,2025-01-22T10:34:00Z,2025-01-22T12:33:00Z,1,6,4,experience,The information could be clearer.
R000336,C001514,service,2025-01-22T12:05:00Z,2025-01-22T13:24:00Z,1,8,4,schedule,Everything worked as expected.
R000337,C001443,onboarding,2025-01-22T13:36:00Z,2025-01-22T15:35:00Z,1,9,3,information,The waiting time affected the experience.
R000338,C001737,onboarding,2025-01-22T15:07:00Z,2025-01-22T17:53:00Z,1,10,4,access,Everything worked as expected.
R000339,C000286,onboarding,2025-01-22T16:38:00Z,2025-01-22T18:00:00Z,1,10,4,information,Everything worked as expected.
R000340,C002279,service,2025-01-22T18:09:00Z,2025-02-05T18:54:00Z,2,7,4,schedule,I needed more than one contact.
R000341,C001598,support,2025-01-22T19:40:00Z,2025-01-22T22:15:00Z,1,7,2,communication,The information could be clearer.
R000342,C001488,support,2025-01-22T21:11:00Z,2025-01-22T22:24:00Z,1,6,4,communication,I needed more than one contact.
R000343,C001993,onboarding,2025-01-22T22:42:00Z,2025-01-22T23:07:00Z,1,9,4,access,The information could be clearer.
R000344,C001711,onboarding,2025-01-23T00:13:00Z,2025-01-23T02:32:00Z,1,8,4,access,Everything worked as expected.
R000345,C002146,support,2025-01-23T01:44:00Z,2025-01-23T02:22:00Z,1,5,2,communication,Everything worked as expected.
R000346,C001421,support,2025-01-23T03:15:00Z,2025-01-23T04:00:00Z,1,4,3,communication,The information could be clearer.
R000347,C000729,onboarding,2025-01-23T04:46:00Z,2025-01-23T04:54:00Z,1,10,4,information,The information could be clearer.
R000348,C000170,renewal,2025-01-23T06:17:00Z,2025-01-23T06:42:00Z,1,6,5,relationship,The response was quick.
R000349,C000957,onboarding,2025-01-23T07:48:00Z,2025-01-23T09:43:00Z,1,6,4,access,The response was quick.
R000350,C001141,support,2025-01-23T09:19:00Z,2025-01-23T10:26:00Z,1,6,3,communication,The information could be clearer.
R000351,C000408,service,2025-01-23T10:50:00Z,2025-01-23T12:18:00Z,1,9,5,schedule,The information could be clearer.
R000352,C000519,support,2025-01-23T12:21:00Z,2025-01-23T14:56:00Z,1,4,4,resolution,I needed more than one contact.
R000353,C001656,service,2025-01-23T13:52:00Z,2025-01-23T14:45:00Z,1,4,3,schedule,Everything worked as expected.
R000354,C001564,onboarding,2025-01-23T15:23:00Z,2025-01-23T16:28:00Z,1,7,4,access,I needed more than one contact.
R000355,C000325,support,2025-01-23T16:54:00Z,2025-01-23T18:00:00Z,1,4,2,communication,The information could be clearer.
R000356,C000977,service,2025-01-23T18:25:00Z,2025-01-23T20:31:00Z,1,7,3,schedule,The waiting time affected the experience.
R000357,C001839,service,2025-01-23T19:56:00Z,2025-02-06T19:59:00Z,2,6,2,schedule,Everything worked as expected.
R000358,C000873,service,2025-01-23T21:27:00Z,2025-01-23T22:28:00Z,1,9,4,schedule,The response was quick.
R000359,C000466,renewal,2025-01-23T22:58:00Z,2025-01-23T23:19:00Z,1,7,3,relationship,The waiting time affected the experience.
R000360,C000339,onboarding,2025-01-24T00:29:00Z,2025-01-24T02:01:00Z,1,7,5,access,The information could be clearer.
R000361,C001518,service,2025-01-24T02:00:00Z,2025-01-24T02:50:00Z,1,10,4,schedule,The waiting time affected the experience.
R000362,C001551,service,2025-01-24T03:31:00Z,2025-01-24T04:24:00Z,1,7,4,schedule,The response was quick.
R000363,C002116,onboarding,2025-01-24T05:02:00Z,2025-01-24T05:59:00Z,1,8,4,access,I needed more than one contact.
R000364,C002023,onboarding,2025-01-24T06:33:00Z,2025-01-24T06:56:00Z,1,8,3,information,Everything worked as expected.
R000365,C002043,support,2025-01-24T08:04:00Z,2025-01-24T10:04:00Z,1,6,4,communication,The response was quick.
R000366,C000112,onboarding,2025-01-24T09:35:00Z,2025-01-24T11:01:00Z,1,10,5,access,The waiting time affected the experience.
R000367,C001338,support,2025-01-24T11:06:00Z,2025-01-24T11:35:00Z,1,6,4,communication,The response was quick.
R000368,C001190,service,2025-01-24T12:37:00Z,2025-01-24T15:05:00Z,1,7,5,schedule,The information could be clearer.
R000369,C000122,service,2025-01-24T14:08:00Z,2025-01-24T16:13:00Z,1,8,5,experience,The response was quick.
R000370,C001581,renewal,2025-01-24T15:39:00Z,2025-01-24T17:04:00Z,1,9,4,relationship,The waiting time affected the experience.
R000371,C000066,support,2025-01-24T17:10:00Z,2025-01-24T17:28:00Z,1,6,4,communication,Everything worked as expected.
R000372,C002380,onboarding,2025-01-24T18:41:00Z,2025-01-24T19:47:00Z,1,7,4,information,The information could be clearer.
R000373,C001773,service,2025-01-24T20:12:00Z,2025-01-24T20:24:00Z,1,9,5,schedule,The information could be clearer.
R000374,C001131,onboarding,2025-01-24T21:43:00Z,2025-02-07T22:03:00Z,2,8,4,access,The information could be clearer.
R000375,C000421,renewal,2025-01-24T23:14:00Z,2025-01-25T01:39:00Z,1,8,3,value,I needed more than one contact.
R000376,C001112,service,2025-01-25T00:45:00Z,2025-01-25T03:10:00Z,1,6,5,experience,Everything worked as expected.
R000377,C000737,service,2025-01-25T02:16:00Z,2025-01-25T04:54:00Z,1,5,5,experience,The information could be clearer.
R000378,C001741,service,2025-01-25T03:47:00Z,2025-01-25T04:25:00Z,1,7,4,schedule,I needed more than one contact.
R000379,C000596,onboarding,2025-01-25T05:18:00Z,2025-01-25T07:40:00Z,1,3,5,information,Everything worked as expected.
R000380,C001632,renewal,2025-01-25T06:49:00Z,2025-01-25T07:27:00Z,1,6,4,relationship,The response was quick.
R000381,C001206,onboarding,2025-01-25T08:20:00Z,2025-01-25T10:41:00Z,1,6,4,information,The information could be clearer.
R000382,C001426,onboarding,2025-01-25T09:51:00Z,2025-01-25T09:56:00Z,1,8,4,information,Everything worked as expected.
R000383,C001873,service,2025-01-25T11:22:00Z,2025-01-25T12:29:00Z,1,8,5,experience,I needed more than one contact.
R000384,C000370,support,2025-01-25T12:53:00Z,2025-01-25T14:42:00Z,1,8,3,communication,The response was quick.
R000385,C001545,service,2025-01-25T14:24:00Z,2025-01-25T16:04:00Z,1,9,4,schedule,The information could be clearer.
R000386,C000532,renewal,2025-01-25T15:55:00Z,2025-01-25T16:20:00Z,1,9,3,value,The response was quick.
R000387,C001889,service,2025-01-25T17:26:00Z,2025-01-25T18:47:00Z,1,9,4,experience,The information could be clearer.
